,Title,Author,Subject1,Subject2,Subject3,Num_Downloads,Word_Count,Language,Release_Date
22,White Queen of the Cannibals: the Story of Mary Slessor of Calabar,Bueltmann,"Slessor, Mary Mitchell, 1848-1915",Missionaries -- Nigeria -- Biography,Missions -- Nigeria,14,38450,English,2003-11-01
23,There's Pippins and Cheese to Come,Charles S. Brooks,Essays,NA,NA,16,35011,English,2003-11-01
24,Beneath the Banner: Being Narratives of Noble Lives and Brave Deeds,F. J. Cross,Biography -- Juvenile literature,NA,NA,20,50085,English,2003-11-01
25,Gaslight Sonatas,Fannie Hurst,City and town life -- Fiction,"Short stories, American",Immigrants -- Fiction,17,66463,English,2003-11-01
26,"The Mirror of Literature, Amusement, and Instruction. Volume 10, No. 268, Augu","e Mirror of Literature, Amusement, and Instruction. Volume 10, No. 268, August",Popular literature -- Great Britain -- Periodicals,NA,NA,13,12830,English,2003-10-09
27,"The Triple Alliance, Its Trials and Triumphs",Harold Avery,Schools -- Juvenile fiction,NA,NA,16,72186,English,2003-11-01
28,Spalding's Official Baseball Guide - 1913,John B. Foster,Baseball,NA,NA,26,42666,English,2003-10-12
29,The Hunt Ball Mystery,Sir William Magnay,Detective and mystery stories,NA,NA,14,51619,English,2003-11-01
30,"The Life of Hon. William F. Cody, Known as Buffalo Bill, the Famous Hunte","e Life of Hon. William F. Cody, Known as Buffalo Bill, the Famous Hunter,","Buffalo Bill, 1846-1917",Scouts (Reconnaissance) -- West (U.S.) -- Biography,Frontier and pioneer life -- West (U.S.),26,100814,English,2003-11-01
31,The Complete Poetical Works of Edgar Allan Poe,Edgar Allan Poe,"Fantasy poetry, American",NA,NA,521,60472,English,2003-11-01
32,"Punchinello, Volume 1, No. 24, September 10, 1870",Various,American wit and humor -- Periodicals,NA,NA,18,13747,English,2003-11-01
33,"Punchinello, Volume 1, No. 25, September 17, 1870",Various,American wit and humor -- Periodicals,NA,NA,11,14077,English,2003-11-01
34,"Punchinello, Volume 1, No. 26, September 24, 1870",Various,American wit and humor -- Periodicals,NA,NA,11,13335,English,2003-11-01
35,"Punchinello, Volume 2, No. 27, October 1, 1870",Various,American wit and humor -- Periodicals,NA,NA,10,14284,English,2003-11-01
36,"Punchinello, Volume 2, No. 28, October 8, 1870",Various,American wit and humor -- Periodicals,NA,NA,11,13853,English,2003-11-01
37,A Beautiful Possibility,Edith Ferguson Black,Orphans -- Fiction,Christian life -- Fiction,NA,15,66559,English,2003-11-01
38,The Magnetic North,Elizabeth Robins,Yukon -- Fiction,NA,NA,35,151490,English,2003-11-01
39,"The Works of Aphra Behn, Volume III",Aphra Behn,English drama -- 17th century,NA,NA,75,144324,English,2003-11-01
40,Aleutian Indian and English Dictionary,Charles A. Lee,English language -- Dictionaries -- Aleut,Aleut language -- Dictionaries -- English,NA,19,1417,English,2003-11-01
41,The Rivet in Grandfather's Neck: A Comedy of Limitations,James Branch Cabell,Southern States -- Social life and customs -- Fiction,NA,NA,32,72247,English,2003-11-01
42,The Child Under Eight,E. R. Murray and Henrietta Brown Smith,Education,Child development,Child psychology,11,72118,English,2003-11-01
43,Klondyke Nuggets: A Brief Description of the Great Gold Regions in the Northwe,ondyke Nuggets: A Brief Description of the Great Gold Regions in the Northwest,Alaska -- Gold discoveries,Klondike River Valley (Yukon) -- Gold discoveries,NA,13,29094,English,2003-11-01
44,The Father of British Canada: a Chronicle of Carleton,William Wood,Canada -- History -- 1763-1867,"Dorchester, Guy Carleton, Baron, 1724-1808",Canada -- History -- 1775-1783,17,44814,English,2003-11-01
45,Dave Darrin's Second Year at Annapolis,H. Irving Hancock,United States Naval Academy -- Juvenile fiction,NA,NA,14,37170,English,2003-11-01
46,Salute to Adventurers,John Buchan,Historical fiction,"Virginia -- History -- Colonial period, ca. 1600-1775 -- Fiction",Glasgow (Scotland) -- Fiction,22,92195,English,2003-11-01
47,"Punchinello, Volume 2, No. 29, October 15, 1870",Various,American wit and humor -- Periodicals,NA,NA,12,15141,English,2003-11-01
48,"Billie Bradley and Her Inheritance; Or, The Queer Homestead at Cherry Corne","llie Bradley and Her Inheritance; Or, The Queer Homestead at Cherry Corners",Girls -- Juvenile fiction,Inheritance and succession -- Juvenile fiction,NA,9,42069,English,2003-11-01
49,Old Lady Mary: A Story of the Seen and the Unseen,Mrs. Oliphant,Inheritance and succession -- Fiction,Death -- Fiction,NA,23,27114,English,2003-11-01
50,A Little Pilgrim: Stories of the Seen and the Unseen,Mrs. Oliphant,Death -- Fiction,NA,NA,12,26659,English,2003-11-01
51,The Little Pilgrim: Further Experiences.,Mrs. Oliphant,Death -- Fiction,NA,NA,7,42134,English,2003-11-01
52,"The Open Door, and the Portrait.",Mrs. Oliphant,Manners and customs -- Fiction,NA,NA,173,34952,English,2003-11-01
53,La vampire,Paul Féval,Vampires -- Fiction,NA,NA,53,87070,French,2003-11-01
54,Nova analysis aquarum Medeviensium,friherre Jöns Jakob Berzelius,Mineral waters -- Sweden,NA,NA,7,3217,Latin,2003-11-01
55,Hamburgische Dramaturgie,Gotthold Ephraim Lessing,"Aristotle, 384 BC-322 BC. Poetics",Drama -- Technique,NA,48,151101,German,2003-11-01
56,Chinese Literature,"Confucius, Faxian, and Mencius",Chinese literature -- Translations into English,Chinese literature,China -- Literary collections,102,86995,English,2003-11-01
57,The Secret of the Tower,Anthony Hope,England -- Social life and customs -- 20th century -- Fiction,"World War, 1914-1918 -- Veterans -- Fiction",Mystery fiction,12,50866,English,2003-11-01
58,The Divine Office: A Study of the Roman Breviary,Edward J. Quigley,Catholic Church. Breviary,Divine office,NA,33,73176,English,2003-11-01
59,Aunt Jane's Nieces on Vacation,L. Frank Baum,Family -- Juvenile fiction,Mystery and detective stories,Uncles -- Juvenile fiction,20,48544,English,2003-11-01
60,Discourses: Biological & Geological,Thomas Henry Huxley,Geology,Biology,NA,16,95662,English,2003-11-01
61,Les Heures Claires,Emile Verhaeren,Belgian poetry (French),NA,NA,15,3875,French,2003-11-01
62,The Iron Game: A Tale of the War,Henry F. Keenan,"United States -- History -- Civil War, 1861-1865 -- Fiction",NA,NA,13,141559,English,2003-11-01
63,Happiness and Marriage,Elizabeth Towne,Marriage,NA,NA,18,21462,English,2003-11-01
64,Beltane the Smith,Jeffery Farnol,Blacksmiths -- Fiction,NA,NA,18,173207,English,2003-11-01
65,The Constitution of the United States,James M. Beck,Constitutional law -- United States,United States. Constitution,NA,25,33750,English,2003-11-01
66,Gunman's Reckoning,Max Brand,Western stories,Frontier and pioneer life -- West (U.S.) -- Fiction,Man-woman relationships -- Fiction,153,79698,English,2003-11-01
67,The Mystery of the Boule Cabinet: A Detective Story,Burton Egbert Stevenson,Fiction,Detective and mystery stories,NA,36,68183,English,2003-11-01
68,The Power and the Glory,Grace MacGowan Cooke,Psychological fiction,Domestic fiction,Social problems -- Fiction,65,91217,English,2003-11-01
69,Account of the Romansh Language,Joseph Planta,Raeto-Romance language -- Early works to 1800,NA,NA,8,8170,English,2003-11-01
70,Stories of Great Americans for Little Americans,Edward Eggleston,United States -- Biography -- Juvenile literature,NA,NA,121,28645,English,2003-11-01
71,By-Ways of Bombay,S. M. Edwardes,Bombay (India) -- Social life and customs,NA,NA,9,30267,English,2003-11-01
72,English Housewifry,Elizabeth Moxon,"Cooking, English -- Early works to 1800",Menus -- Early works to 1800,NA,84,64071,English,2003-11-01
73,The Century Vocabulary Builder,Joseph M. Bachelor and Garland Greever,Vocabulary,NA,NA,34,91219,English,2003-11-01
74,"The Mirror of Literature, Amusement, and Instruction. Volume 10, No. 269, Augu","e Mirror of Literature, Amusement, and Instruction. Volume 10, No. 269, August",Popular literature -- Great Britain -- Periodicals,NA,NA,7,12568,English,2003-10-13
75,"A Narrative of the Life and Adventures of Venture, a Native of Africa, b","Narrative of the Life and Adventures of Venture, a Native of Africa, but",Slavery -- Connecticut,NA,NA,117,10016,English,2003-11-01
76,Lister's Great Adventure,Harold Bindloss,Africa -- Fiction,Love stories,Shipwrecks -- Fiction,18,77368,English,2003-11-01
77,"The Atlantic Monthly, Volume 10, No. 60, October, 1862",Various,American periodicals,NA,NA,9,84695,English,2003-11-01
78,Plain Words from America: A Letter to a German Professor (1917),Johnson,"World War, 1914-1918 -- Public opinion",NA,NA,8,10416,English,2003-11-01
79,"The Atlantic Monthly, Volume 02, No. 09, July, 1858",Various,American periodicals,NA,NA,8,84812,English,2003-11-01
80,Mobilizing Woman-Power,Harriot Stanton Blatch,"World War, 1914-1918 -- Women",NA,NA,30,38201,English,2003-11-01
81,"The Boy Allies at Jutland; Or, The Greatest Naval Battle of History",Hayes,"World War, 1914-1918 -- Naval operations -- Juvenile fiction","Jutland, Battle of, 1916 -- Juvenile fiction",NA,16,50855,English,2003-11-01
82,The Hampstead Mystery,Arthur J. Rees and John R. Watson,Detective and mystery stories,England -- Fiction,NA,24,108230,English,2003-11-01
83,The House of the Whispering Pines,Anna Katharine Green,Detective and mystery stories,NA,NA,35,111181,English,2003-11-01
84,Kazan,James Oliver Curwood,Dogs -- Fiction,Wolfdogs -- Fiction,NA,62,65760,English,2003-11-01
85,Moorish Literature,René Basset,Spanish literature -- Translations into English,NA,NA,37,91527,English,2003-11-01
86,The Minute Boys of the Mohawk Valley,James Otis,"United States -- History -- Revolution, 1775-1783 -- Juvenile fiction",NA,NA,3,85568,English,2003-11-01
87,Old Lady Number 31,Louise Forsslund,Long Island (N.Y.) -- Fiction,Poor -- Fiction,Older people -- Fiction,4,31854,English,2003-11-01
88,"Thaumaturgia; Or, Elucidations of the Marvellous",Oxonian,Occultism,NA,NA,40,91965,English,2003-11-01
89,Elves and Heroes,Donald A. Mackenzie,Fairy poetry,Scottish poetry,"Ossian, active 3rd century",59,15862,English,2003-11-01
90,Peaceless Europe,Francesco Saverio Nitti,"World War, 1914-1918 -- Reparations","World War, 1914-1918 -- Treaties",NA,10,75775,English,2003-11-01
91,"Punchinello, Volume 2, No. 31, October 29, 1870",Various,American wit and humor -- Periodicals,NA,NA,5,13122,English,2003-11-01
92,"Punchinello, Volume 2, No. 30, October 22, 1870",Various,American wit and humor -- Periodicals,NA,NA,22,13268,English,2003-11-01
93,Gutta-Percha Willie,George MacDonald,Physicians -- Juvenile fiction,Water -- Juvenile fiction,Reading -- Juvenile fiction,10,47992,English,2003-11-01
94,A Soldier of Virginia: A Tale of Colonel Washington and Braddock's Defe,Soldier of Virginia: A Tale of Colonel Washington and Braddock's Defeat,Historical fiction,Biographical fiction,"Virginia -- History -- Colonial period, ca. 1600-1775 -- Fiction",7,81287,English,2003-11-01
95,"The Twilight of the Gods, and Other Tales",Richard Garnett,Satire,"Short stories, English",Mythology -- Fiction,66,80664,English,2003-11-01
96,The Trojan women of Euripides,Euripides,Trojan War -- Drama,Andromache (Legendary character) -- Drama,"Hecuba, Queen of Troy -- Drama",95,18750,English,2003-11-01
97,The Healing of Nations and the Hidden Sources of Their Strife,Edward Carpenter,"World War, 1914-1918",NA,NA,16,47240,English,2003-11-01
98,How Jerusalem Was Won,W. T. Massey,"World War, 1914-1918 -- Campaigns -- Palestine",NA,NA,20,87245,English,2003-11-01
99,Towards the Goal,Mrs. Humphry Ward,"World War, 1914-1918 -- Personal narratives","World War, 1914-1918 -- Campaigns -- Western Front",NA,9,50017,English,2003-11-01
100,Byron,John Nichol,"Byron, George Gordon Byron, Baron, 1788-1824",NA,NA,9,64673,English,2003-11-01
101,A Little Boy Lost,W. H. Hudson,Fantasy literature,Boys -- Juvenile fiction,Self-reliance -- Juvenile fiction,12,38953,English,2003-11-01
102,The Czar's Spy: The Mystery of a Silent Love,William Le Queux,Spy stories,NA,NA,21,90889,English,2003-11-01
103,"The Great Events by Famous Historians, Volume 08","Horne, Johnson, and Rudd",World history,NA,NA,30,160747,English,2003-11-01
104,"Punchinello, Volume 2, No. 32,  November 5, 1870",Various,American wit and humor -- Periodicals,NA,NA,7,14350,English,2003-11-01
105,"Punchinello, Volume 2, No. 33, November 12, 1870",Various,American wit and humor -- Periodicals,NA,NA,15,13473,English,2003-11-01
106,"Punchinello, Volume 2, No. 34, November 19, 1870",Various,American wit and humor -- Periodicals,NA,NA,16,13650,English,2003-11-01
107,With British Guns in Italy: A Tribute to Italian Achievement,Dalton,"World War, 1914-1918 -- Italy",NA,NA,14,74067,English,2003-11-01
108,"A Treatise of Daunses, Wherin It is Shewed, That They Are as It Were Accessori","Treatise of Daunses, Wherin It is Shewed, That They Are as It Were Accessories",Theater -- Moral and ethical aspects -- Early works to 1800,Dance -- Moral and ethical aspects -- Early works to 1800,NA,21,6916,English,2003-11-01
109,The Unspeakable Gentleman,John P. Marquand,"Napoleon I, Emperor of the French, 1769-1821 -- Fiction",Fathers and sons -- Fiction,Adventure stories,9,50315,English,2003-11-01
110,The Postmaster's Daughter,Louis Tracy,Villages -- England -- Fiction,Detective and mystery stories,NA,27,65403,English,2003-11-01
111,Boys and Girls from Thackeray,Kate Dickinson Sweetser,"Thackeray, William Makepeace, 1811-1863 -- Characters",NA,NA,13,103534,English,2003-11-01
112,American Political Ideas Viewed from the Standpoint of Universal History,Fiske,United States -- Politics and government,United States -- History -- Philosophy,NA,24,32190,English,2003-11-01
113,De mannen van '80 aan het woord,E. D'Oliveira,Dutch literature -- 19th century -- History and criticism,NA,NA,8,37113,Dutch,2003-11-01
114,"The Great Events by Famous Historians, Volume 02","Horne, Johnson, and Rudd",World history,NA,NA,33,160784,English,2003-11-01
115,"Two Centuries of Costume in America, Volume 1 (1620-1820)",Alice Morse Earle,Clothing and dress -- United States -- History,NA,NA,84,87497,English,2003-11-01
116,All Saints' Day and Other Sermons,Charles Kingsley,Church of England -- Sermons,"Sermons, English -- 19th century",NA,10,116049,English,2003-11-01
117,Den siste Atenaren,Viktor Rydberg,"Church history -- Primitive and early church, ca. 30-600 -- Fiction",Christian fiction,Swedish fiction,11,152007,Swedish,2003-11-01
118,The Folk-lore of Plants,T. F. Thiselton-Dyer,Folklore,Plants -- Folklore,NA,56,76739,English,2003-11-01
119,Adonais,Percy Bysshe Shelley,"Keats, John, 1795-1821 -- Poetry","Shelley, Percy Bysshe, 1792-1822 -- Criticism and interpretation",NA,155,49421,English,2003-11-01
120,England of My Heart : Spring,Edward Hutton,England -- Description and travel,Cathedrals -- England,NA,15,93152,English,2003-11-01
121,The Literature of Arabia,Epiphanius Wilson,Arabic literature,NA,NA,26,49352,English,2003-11-01
122,Fairies and Fusiliers,Robert Graves,"World War, 1914-1918 -- Poetry","War poetry, English",NA,67,7937,English,2003-11-01
123,Aunt Jane's Nieces,L. Frank Baum,Family -- Juvenile fiction,Young women -- Juvenile fiction,Cousins -- Juvenile fiction,31,51358,English,2003-11-01
124,Aunt Jane's Nieces and Uncle John,L. Frank Baum,Western stories,Family -- Juvenile fiction,Voyages and travels -- Juvenile fiction,25,43079,English,2003-11-01
125,The Best Letters of Charles Lamb,Charles Lamb,"Authors, English -- 19th century -- Correspondence","Lamb, Charles, 1775-1834 -- Correspondence",NA,32,86566,English,2003-11-01
126,Home-Life of the Lancashire Factory Folk during the Cotton Famine,Edwin Waugh,"Cotton famine, 1861-1864",Labor -- England -- Lancashire,Working class -- England -- Lancashire,121,62152,English,2003-11-01
127,Abducted to Oz,Chris Dulabone and Robert J. Evans,Oz (Imaginary place) -- Juvenile fiction,Fantasy literature,NA,18,31529,English,2003-11-01
128,"The Great Events by Famous Historians, Volume 17","Horne, Johnson, and Rudd",World history,NA,NA,15,151769,English,2003-11-01
129,Excellent Women,Various,Christian life,Women -- Biography,NA,32,110373,English,2003-11-01
130,The Works of Charles and Mary Lamb — Volume 3,Charles Lamb and Mary Lamb,Children's poetry,Children's stories,NA,16,204079,English,2003-11-01
131,Required Poems for Reading and Memorizing,Anonymous,Children's poetry,NA,NA,40,29596,English,2003-11-01
132,The Sowers,Henry Seton Merriman,Russia -- Fiction,NA,NA,15,106227,English,2003-11-01
133,"The Vigil of Venus and Other Poems by ""Q""",Arthur Quiller-Couch,Poetry,NA,NA,25,13147,English,2003-11-01
134,"John Wesley, Jr.",Dan B. Brummitt,Christian fiction,Methodists -- Fiction,NA,11,72162,English,2003-11-01
135,"The Great English Short-Story Writers, Volume 1",John Brown et al.,Short stories,NA,NA,358,85881,English,2003-11-01
136,The Book of Household Management,Mrs. Beeton,Home economics,"Cooking, English",NA,818,514783,English,2003-11-01
137,Mary Had a Little Lamb,Thomas A. Edison,"Nursery rhymes, American",NA,NA,41,39,English,2003-11-01
138,"The Atlantic Monthly, Volume 01, No. 02, December, 1857",Various,American periodicals,NA,NA,21,84795,English,2003-11-01
139,The Faith of the Millions (2nd series),George Tyrrell,Catholic Church,NA,NA,7,81583,English,2003-11-01
140,Rhetoric and Poetry in the Renaissance,Donald Lemen Clark,Renaissance,Poetry -- History and criticism,Rhetoric -- Terminology,62,45675,English,2003-11-01
141,"A Discourse on the Life, Character and Writings of Gulian Crommelin Verplan","Discourse on the Life, Character and Writings of Gulian Crommelin Verplanck","Verplanck, Gulian C. (Gulian Crommelin), 1786-1870",New York (State) -- Biography,NA,11,13930,English,2003-11-01
142,Maezli: A Story of the Swiss Valleys,Johanna Spyri,Switzerland -- Juvenile fiction,NA,NA,10,64280,English,2003-11-01
143,"Punch, or the London Charivari, Volume 153, July 11, 1917",Various,English wit and humor -- Periodicals,NA,NA,7,11460,English,2003-11-01
144,"Punchinello, Volume 2, No. 35, November 26, 1870",Various,American wit and humor -- Periodicals,NA,NA,17,13712,English,2003-11-01
145,Turkey: a Past and a Future,Arnold Toynbee,Eastern question,"World War, 1914-1918 -- Turkey",Turkey -- History,31,21601,English,2003-11-01
146,Reminiscences of Pioneer Days in St. Paul,Frank Moore,Frontier and pioneer life -- Minnesota,Saint Paul (Minn.) -- History,NA,7,43036,English,2003-11-01
147,America's War for Humanity,Thomas Herbert Russell,"World War, 1914-1918",NA,NA,70,196203,English,2003-11-01
148,The Merry Adventures of Robin Hood,Howard Pyle,Folklore -- England,Robin Hood (Legendary character) -- Legends,NA,599,111136,English,2003-11-01
149,Home as Found,James Fenimore Cooper,United States -- Social life and customs -- Fiction,NA,NA,35,155755,English,2003-11-01
150,Dracula's Guest,Bram Stoker,Short stories,Horror tales,Gothic fiction,646,57273,English,2003-11-01
151,"The Great Events by Famous Historians, Volume 05",Walter F. Austin et al.,World history,NA,NA,32,151492,English,2003-11-01
152,Voice Trial - Kinetophone actor audition,Bob Lett,Auditions,NA,NA,0,37,English,2003-11-01
153,Voice Trial - Kinetophone Actor Audition,Frank Lenord,Auditions,NA,NA,2,38,English,2003-11-01
154,Voice Trial - Kinetophone Actor Audition,Siegfried Von Schultz,Auditions,NA,NA,3,38,English,2003-11-01
155,The Right of the People to Rule,Theodore Roosevelt,"Speeches, addresses, etc., American",Progressivism (United States politics),United States -- Politics and government -- 1909-1913,9,39,English,2003-11-01
156,M'appari - Martha,"Friedrich von Flotow, W. Friedrich, and Alessandro Bonci",Operas -- Excerpts,NA,NA,13,35,Italian,2003-11-01
157,"Which Switch is the Switch, Miss, for Ipswich?",Billy Murray,Popular music -- 1911-1920,NA,NA,9,40,English,2003-11-01
158,Daybreak at Calamity Farm,Gilbert Girard,American wit and humor,NA,NA,6,36,English,2003-11-01
159,England and the War,Sir Walter Alexander Raleigh,"World War, 1914-1918",NA,NA,6,38981,English,2003-11-01
160,Pierre Nozière,Anatole France,French fiction,NA,NA,19,56879,French,2003-11-01
161,English Poets of the Eighteenth Century,Ernest Bernbaum,English poetry -- 18th century,NA,NA,14,100974,English,2003-11-01
162,"Dio's Rome, Volume 3",Cassius Dio Cocceianus,Rome -- History,NA,NA,70,93626,English,2003-11-01
163,Mohammedanism,C. Snouck Hurgronje,Islam,NA,NA,25,33494,English,2003-11-01
164,"The Black Creek Stopping-House, and Other Stories",Nellie L. McClung,"Short stories, Canadian",Manitoba -- Fiction,NA,9,42821,English,2003-11-01
165,Across the Zodiac,Percy Greg,Science fiction,NA,NA,39,164453,English,2003-11-01
166,"What Germany Thinks; Or, The War as Germans see it",Thomas F. A. Smith,"World War, 1914-1918",NA,NA,23,75968,English,2003-11-01
167,Mr. Thomas Cat,Edison Concert Band,Band music,NA,NA,15,35,English,2003-11-01
168,Kaiser Frederick March,Carl Friedemann and British Military Band,Marches (Band),Band music,NA,22,35,English,2003-11-01
169,Semper Fidelis March,John Philip Sousa and United States Marine Band,Marches (Band),Band music,NA,18,35,English,2003-11-01
170,Stars and Stripes Forever,John Philip Sousa and Sousa Band,Marches (Band),Band music,NA,14,36,English,2003-11-01
171,Santa Lucia,Adolph Lotter and His Majesty's Irish Guards Band,"Songs, Neapolitan -- Instrumental settings",NA,NA,16,34,English,2003-11-01
172,Minuet in G Flat major and Valse Bluette,Ludwig van Beethoven et al.,"Violin and piano music, Arranged",NA,NA,54,39,English,2003-11-01
173,"Hungarian Rhapsody No. 2, Part 1",Edison Concert Band,"Band music, Arranged",NA,NA,34,38,English,2003-11-01
174,"William Tell Overture, Pt. 2",Gioacchino Rossini and Sodero's Band,Operas -- Excerpts,NA,NA,24,37,English,2003-11-01
175,"Prelude in C Sharp Minor, Op. 3",Sergei Rachmaninoff,Piano music,NA,NA,18,39,English,2003-11-01
176,The Debutante: Caprice Brillante,Herbert L. Clarke and Edna White,Trumpet with orchestra,NA,NA,7,34,English,2003-11-01
177,Ride of the Valkyries,Wagner and American Symphony Orchestra (West Orange,Operas -- Excerpts,NA,NA,115,36,English,2003-11-01
178,"Piano Sonata No. 14 in C sharp minor ""Moonlight""",Ludwig van Beethoven et al.,"Wind ensembles, Arranged",NA,NA,97,34,English,2003-11-01
179,"Extracts from the Ballet-Suite Scherazada, Pt. 1",American Concert Orchestra,Suites (Orchestra) -- Excerpts,NA,NA,168,39,English,2003-11-01
180,"Slavonic Dance, No. 1","Kreisler, Dvorák, Flesch, and Ruhrseitz","Violin and piano music, Arranged",NA,NA,30,36,English,2003-11-01
181,Clair de Lune,Claude Debussy and Hotel Commodore Ensemble,"Orchestral music, Arranged",NA,NA,50,35,English,2003-11-01
182,"Trio No. 1 in B Flat, Pt. 1",New York Trio,Piano trios,NA,NA,22,40,English,2003-11-01
183,"Etude Nouvelle in A Flat and Etude in C Major, Op. 10, No. 1",Frédéric Chopin et al.,Piano music,NA,NA,40,46,English,2003-11-01
184,"Quartet in G, 1st Movement, Pt. 1",Wolfgang Amadeus Mozart and Roth Quartet,String quartets,NA,NA,15,39,English,2003-11-01
185,Minstrel Potpourri,Edison Minstrels,Minstrel shows -- Songs and music,NA,NA,4,34,English,2003-11-01
186,Schultz at the Paris Exposition,Frank Kennedy,Humorous recitations,NA,NA,0,37,English,2003-11-01
187,Reuben Haskin's ride on the Cyclone Auto,Len Spencer,Vaudeville,Humorous recitations,NA,1,39,English,2003-11-01
188,Two Rubes at the Vaudeville,Byron G. Harlan and Frank C. Stanley,Vaudeville,Humorous recitations,NA,3,36,English,2003-11-01
189,Three Rubes Seeing New York,Edison Vaudeville Company,Vaudeville,Humorous recitations,NA,3,37,English,2003-11-01
190,A Bunch of Nonsense: Vaudeville Specialty,Murry K. Hill,Vaudeville,Humorous recitations,NA,2,36,English,2003-11-01
191,Fourth of July at Punkin Center,Cal Stewart,American wit and humor,Humorous recitations,NA,9,38,English,2003-11-01
192,Interruptions,Tom Woottwell,Humorous songs,NA,NA,16,33,English,2003-11-01
193,Backyard Conversation Between Mrs. Reilly and Mrs. Finnegan,Jones and Porter,Irish-American wit and humor,Irish Americans -- Humor,Irish American women -- Humor,10,40,English,2003-11-01
194,Opera Reel with Calls,Jep Bisbee,Old-time music,Reels (Music),NA,19,36,English,2003-11-01
195,Lonesome Road Blues,Blue Ridge Duo,"Folk songs, English -- United States",Old-time music,NA,121,35,English,2003-11-01
196,Cluck Old Hen,Fiddlin' Powers & Family,"Folk songs, English -- United States",Songs with instrumental ensemble,Old-time music,41,35,English,2003-11-01
197,He Was Nailed to the Cross for Me,Dixie Mountaineers,Gospel music,Old-time music,NA,26,40,English,2003-11-01
198,Barbara Allen,Frank Luther,"Folk songs, English -- United States",Old-time music,NA,20,34,English,2003-11-01
199,Down in a Georgia Jail,North Carolina Ramblers,"Folk songs, English -- United States",Old-time music,NA,44,37,English,2003-11-01
200,"To Edison from Colonel Gouraud, Introducing Mr. Gladstone",W. E. Gladstone,"Edison, Thomas A. (Thomas Alva), 1847-1931",Phonograph,NA,3,40,English,2003-11-01
201,The Desert of Wheat,Zane Grey,"World War, 1914-1918 -- Fiction",War stories,NA,57,117343,English,2003-11-01
202,"Maria Mitchell: Life, Letters, and Journals",Maria Mitchell,Astronomers -- United States -- Biography,"Mitchell, Maria, 1818-1889",Women astronomers -- United States -- Biography,11,79514,English,2003-11-01
203,Big Ben Clock Tower of Westminster,NA,Big Ben (Tower clock),Clock chimes,NA,4,38,English,2003-11-01
204,Charge of the Light Brigade,Kenneth Landfrey,Bugle calls,NA,NA,15,37,English,2003-11-01
205,Words of Welcome,Garret A. Hobart,Electricity,NA,NA,3,35,English,2003-11-01
